is.k3,mother.alive,offspring.sex,offspring.age,partner.relation,anon.offspring.id
0,alive,F,1,in.pod-non.relative,1
0,alive,F,1,in.pod-non.relative,1
0,alive,F,1,in.pod-non.relative,1
0,alive,F,1,in.pod-non.relative,1
1,alive,F,1,sibling.other.sex,1
0,alive,F,1,in.pod-non.relative,1
0,alive,F,1,in.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,2,sibling.other.sex,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,in.pod-non.relative,1
0,alive,F,2,in.pod-non.relative,1
0,alive,F,2,sibling.same.sex,1
0,alive,F,2,in.pod-non.relative,1
0,alive,F,2,in.pod-non.relative,1
0,alive,F,2,in.pod-non.relative,1
0,alive,F,2,in.pod-non.relative,1
0,alive,F,2,in.pod-non.relative,1
0,alive,F,2,in.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,2,out.pod-non.relative,1
0,alive,F,3,in.pod-non.relative,1
1,alive,F,3,sibling.same.sex,1
0,alive,F,3,in.pod-non.relative,1
0,alive,F,3,in.pod-non.relative,1
0,alive,F,3,in.pod-non.relative,1
1,alive,F,3,sibling.other.sex,1
0,alive,F,3,in.pod-non.relative,1
0,alive,F,3,in.pod-non.relative,1
0,alive,F,3,in.pod-non.relative,1
0,alive,F,3,in.pod-non.relative,1
0,alive,F,3,in.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,3,out.pod-non.relative,1
0,alive,F,4,in.pod-non.relative,1
0,alive,F,4,in.pod-non.relative,1
1,alive,F,4,sibling.same.sex,1
0,alive,F,4,in.pod-non.relative,1
0,alive,F,4,in.pod-non.relative,1
0,alive,F,4,in.pod-non.relative,1
0,alive,F,4,in.pod-non.relative,1
0,alive,F,4,in.pod-non.relative,1
0,alive,F,4,in.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,5,in.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,6,in.pod-non.relative,1
0,alive,F,6,in.pod-non.relative,1
0,alive,F,6,in.pod-non.relative,1
0,alive,F,6,in.pod-non.relative,1
0,alive,F,6,in.pod-non.relative,1
0,alive,F,6,in.pod-non.relative,1
0,alive,F,6,in.pod-non.relative,1
0,alive,F,6,in.pod-non.relative,1
0,alive,F,6,in.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,sibling.other.sex,1
1,alive,F,6,sibling.other.sex,1
0,alive,F,6,in.pod-non.relative,1
0,alive,F,6,in.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
0,alive,F,6,out.pod-non.relative,1
1,alive,F,7,sibling.other.sex,1
1,alive,F,7,sibling.same.sex,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,in.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
1,alive,F,8,sibling.other.sex,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,in.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,8,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
1,alive,F,10,sibling.same.sex,1
1,alive,F,10,nibbling,1
0,alive,F,10,in.pod-non.relative,1
0,alive,F,10,in.pod-non.relative,1
0,alive,F,10,in.pod-non.relative,1
0,alive,F,10,in.pod-non.relative,1
0,alive,F,10,in.pod-non.relative,1
0,alive,F,10,in.pod-non.relative,1
0,alive,F,10,in.pod-non.relative,1
0,alive,F,10,in.pod-non.relative,1
0,alive,F,10,in.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,in.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,in.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,11,in.pod-non.relative,1
1,alive,F,11,sibling.same.sex,1
1,alive,F,11,nibbling,1
0,alive,F,11,in.pod-non.relative,1
0,alive,F,11,in.pod-non.relative,1
0,alive,F,11,in.pod-non.relative,1
1,alive,F,11,sibling.other.sex,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,11,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,out.pod-non.relative,1
0,alive,F,1,in.pod-non.relative,1
0,alive,F,1,in.pod-non.relative,1
1,alive,F,1,sibling.same.sex,1
0,alive,F,2,in.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,out.pod-non.relative,1
0,alive,F,4,in.pod-non.relative,1
1,alive,F,4,sibling.other.sex,1
1,alive,F,5,sibling.other.sex,1
1,alive,F,5,sibling.same.sex,1
0,alive,F,5,in.pod-non.relative,1
0,alive,F,5,in.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,in.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,in.pod-non.relative,1
0,alive,F,5,in.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,out.pod-non.relative,1
0,alive,F,5,in.pod-non.relative,1
0,alive,F,5,in.pod-non.relative,1
0,alive,F,5,in.pod-non.relative,1
1,alive,F,6,sibling.same.sex,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
0,alive,F,7,out.pod-non.relative,1
1,alive,F,8,sibling.same.sex,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,in.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,sibling.other.sex,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
1,alive,F,9,sibling.same.sex,1
0,alive,F,9,nibbling,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,9,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
0,alive,F,10,out.pod-non.relative,1
1,alive,F,10,sibling.other.sex,1
0,alive,F,11,in.pod-non.relative,1
0,alive,F,11,in.pod-non.relative,1
0,alive,F,11,in.pod-non.relative,1
0,alive,F,11,in.pod-non.relative,1
0,alive,F,11,in.pod-non.relative,1
0,alive,F,11,in.pod-non.relative,1
0,alive,F,11,in.pod-non.relative,1
0,alive,M,1,aunt,2
0,alive,M,1,in.pod-non.relative,2
0,alive,M,1,in.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,aunt,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,in.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,sibling.other.sex,2
0,alive,M,1,in.pod-non.relative,2
0,alive,M,1,sibling.other.sex,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,2,sibling.other.sex,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,in.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,in.pod-non.relative,2
1,alive,M,2,sibling.other.sex,2
0,alive,M,2,in.pod-non.relative,2
0,alive,M,2,in.pod-non.relative,2
0,alive,M,2,in.pod-non.relative,2
0,alive,M,2,in.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,in.pod-non.relative,2
0,alive,M,2,aunt,2
0,alive,M,2,in.pod-non.relative,2
0,alive,M,2,aunt,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,3,in.pod-non.relative,2
0,alive,M,3,in.pod-non.relative,2
0,alive,M,3,in.pod-non.relative,2
0,alive,M,3,aunt,2
0,alive,M,3,in.pod-non.relative,2
0,alive,M,3,aunt,2
0,alive,M,3,in.pod-non.relative,2
0,alive,M,3,in.pod-non.relative,2
0,alive,M,3,in.pod-non.relative,2
1,alive,M,3,sibling.other.sex,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,in.pod-non.relative,2
0,alive,M,3,sibling.other.sex,2
0,alive,M,3,in.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,4,in.pod-non.relative,2
0,alive,M,4,in.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,in.pod-non.relative,2
0,alive,M,4,in.pod-non.relative,2
0,alive,M,4,in.pod-non.relative,2
0,alive,M,4,in.pod-non.relative,2
0,alive,M,4,in.pod-non.relative,2
1,alive,M,5,sibling.other.sex,2
0,alive,M,5,in.pod-non.relative,2
0,alive,M,5,in.pod-non.relative,2
0,alive,M,5,sibling.other.sex,2
0,alive,M,5,nibbling,2
0,alive,M,5,in.pod-non.relative,2
0,alive,M,5,aunt,2
0,alive,M,6,in.pod-non.relative,2
0,alive,M,6,in.pod-non.relative,2
0,alive,M,6,sibling.other.sex,2
0,alive,M,6,sibling.other.sex,2
0,alive,M,6,nibbling,2
0,alive,M,6,in.pod-non.relative,2
0,alive,M,6,in.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,aunt,2
0,alive,M,6,in.pod-non.relative,2
0,alive,M,6,in.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,in.pod-non.relative,2
0,alive,M,6,in.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
0,alive,M,6,in.pod-non.relative,2
0,alive,M,6,out.pod-non.relative,2
1,alive,M,7,sibling.other.sex,2
0,alive,M,7,in.pod-non.relative,2
0,alive,M,7,in.pod-non.relative,2
0,alive,M,7,in.pod-non.relative,2
0,alive,M,7,in.pod-non.relative,2
1,alive,M,7,sibling.other.sex,2
0,alive,M,7,in.pod-non.relative,2
0,alive,M,7,aunt,2
0,alive,M,7,in.pod-non.relative,2
0,alive,M,7,in.pod-non.relative,2
0,alive,M,7,aunt,2
0,alive,M,7,out.pod-non.relative,2
0,alive,M,7,in.pod-non.relative,2
0,alive,M,7,in.pod-non.relative,2
0,alive,M,8,in.pod-non.relative,2
0,alive,M,8,in.pod-non.relative,2
0,alive,M,8,aunt,2
0,alive,M,8,in.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,out.pod-non.relative,2
0,alive,M,8,in.pod-non.relative,2
0,alive,M,8,in.pod-non.relative,2
0,alive,M,8,in.pod-non.relative,2
0,alive,M,8,in.pod-non.relative,2
0,alive,M,8,in.pod-non.relative,2
0,alive,M,8,in.pod-non.relative,2
0,alive,M,1,in.pod-non.relative,2
0,alive,M,1,in.pod-non.relative,2
0,alive,M,1,in.pod-non.relative,2
0,alive,M,1,in.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,1,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,2,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,out.pod-non.relative,2
0,alive,M,3,in.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,in.pod-non.relative,2
0,alive,M,4,sibling.other.sex,2
0,alive,M,4,in.pod-non.relative,2
0,alive,M,4,in.pod-non.relative,2
0,alive,M,4,in.pod-non.relative,2
0,alive,M,4,aunt,2
0,alive,M,4,in.pod-non.relative,2
0,alive,M,4,out.pod-non.relative,2
0,alive,M,4,aunt,2
0,alive,M,4,nibbling,2
1,alive,M,4,sibling.other.sex,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
0,alive,M,5,out.pod-non.relative,2
